University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
2022,Male,22,2020,BCSE,1,Yes,Yes,4,1,Offline,Yes,Yes,2,Basic,100,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,2.68,Yes,3.15,11,20000
2021,Female,20,2020,BCSE,3,Yes,Yes,2,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,1,NETWORKING,Single,No,Bachelor,No,3.19,Yes,2.73,24,40000
2019,Male,21,2019,BCSE,3,No,No,2,2,Online,Yes,Yes,1,Basic,88,Yes,Yes,Yes,no skills,1,Software,Single,No,Bachelor,Yes,2.11,Yes,2.13,25,30000
2019,Female,22,2018,BCSE,11,No,Yes,6,3,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.10,No,3.07,107,60000
2021,Male,21,2020,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,5,Intermediate,95,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,3.28,No,3.00,25,70000
2022,Female,21,2020,BCSE,1,Yes,Yes,1,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,0,Software,Single,No,Family,No,3.15,No,3.15,11,35000
2022,Male,20,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.60,No,3.60,14,10000
2021,Female,21,2019,BCSE,3,Yes,No,3,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,2,NETWORKING,Single,No,Bachelor,No,3.75,No,3.70,24,50000
2021,Male,20,2020,BCSE,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Web development,2,Software,Single,Yes,Family,No,3.85,No,3.92,34,40000
2021,Female,20,2019,BCSE,4,Yes,Yes,3,3,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,2.68,No,2.68,23,100000
2021,Female,21,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,3.18,No,3.18,11,62488
2019,Female,24,2018,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,2,Data Science,Married,No,Family,No,3.39,No,3.40,128,5000
2021,Female,20,2020,BCSE,4,No,No,4,1,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,Yes,2.98,No,3.38,25,60000
2021,Female,21,2020,BCSE,2,No,No,9,2,Offline,Yes,Yes,3,Intermediate,97,Yes,No,No,Programming,5,Software,Single,No,Family,No,3.70,No,3.15,23,50000
2018,Female,23,2017,BCSE,14,No,Yes,1,2,Offline,Yes,Yes,2,Advance,80,Yes,No,Yes,Programming,2,Machine Learning,Married,No,Family,No,3.25,No,2.95,130,40000
2021,Male,19,2020,BCSE,3,No,Yes,2,1,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,1,Software,Single,No,Family,No,3.03,No,3.21,25,30000
2021,Female,22,2020,BCSE,5,No,No,2,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.10,No,3.18,48,50000
2022,Female,21,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.70,No,3.70,12,120000
2022,Male,21,2020,BCSE,2,Yes,Yes,9,2,Offline,Yes,Yes,6,Intermediate,70,Yes,No,Yes,Programming,4,Software,Single,Yes,Family,No,4.00,No,4.00,12,30000
2021,Male,19,2020,BCSE,3,Yes,Yes,1,1,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.18,No,3.45,23,62488
2021,Female,19,2020,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.61,No,3.74,25,40000
2021,Male,22,2017,BCSE,3,Yes,No,2,1,Online,Yes,Yes,0,Intermediate,70,No,No,No,Programming,1,Software,Single,No,Family,No,3.01,No,3.22,23,70000
2021,Female,21,2020,BCSE,3,No,Yes,2,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,Software,Single,No,Family,Yes,3.26,No,3.36,23,40000
2016,Male,25,2016,BCSE,19,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Web development,2,Software,Single,Yes,Bachelor,No,3.60,No,3.72,130,300000
2021,Male,20,2019,BCSE,3,No,No,2,3,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Artificial Intelligence,Single,No,Bachelor,Yes,3.12,No,3.01,23,50000
2022,Female,20,2020,BCSE,1,Yes,No,4,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software Development,2,Software,Single,Yes,Bachelor,No,3.93,No,3.93,11,50000
2021,Male,20,2020,BCSE,3,Yes,No,5,3,Online,Yes,Yes,6,Advance,95,Yes,No,No,Programming,1,Software,Single,Yes,Bachelor,No,3.00,No,3.55,23,150000
2019,Male,24,2018,BCSE,9,No,No,1,2,Online,Yes,Yes,3,Basic,70,Yes,No,Yes,Web development,1,Hardware,Single,Yes,Family,No,1.61,No,2.44,40,25000
2020,Male,22,2018,BCSE,6,Yes,Yes,1,1,Online,Yes,Yes,3,Basic,80,No,No,No,Web development,1,Software,Single,No,Family,No,2.79,No,3.15,50,40000
2021,Female,22,2020,BCSE,4,No,No,2,1,Offline,Yes,No,3,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.83,No,3.40,25,40000
2018,Male,26,2018,BCSE,12,Yes,Yes,3,1,Online,Yes,Yes,2,Advance,100,No,No,Yes,Web development,3,Hardware,Single,No,Family,No,3.58,No,3.27,130,62488
2021,Female,21,2020,BCSE,3,Yes,Yes,3,1,Offline,Yes,Yes,4,Basic,100,No,No,Yes,Web development,2,NETWORKING,Single,No,Family,No,3.39,No,3.19,25,70000
2021,Male,20,2020,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.38,No,3.37,23,25000
2021,Female,19,2020,BCSE,3,Yes,No,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Web development,2,Data Science,Single,No,Bachelor,Yes,3.03,No,3.15,23,30000
2022,Male,20,2020,BCSE,1,No,No,3,1,Offline,No,Yes,1,Intermediate,100,No,No,Yes,Nothing,1,Cyber Security,Married,Yes,Family,No,0.00,No,0.00,0,40000
2021,Male,21,2020,BCSE,3,Yes,Yes,1,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.65,No,3.70,30,40000
2019,Female,22,2019,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Hardware,Single,No,Family,Yes,3.18,No,2.69,90,30000
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.78,No,3.15,90,30000
2020,Male,24,2017,BCSE,8,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,3,Machine Learning,Relationship,Yes,Family,No,2.56,No,3.38,90,30000
2021,Male,20,2020,BCSE,3,Yes,No,2,2,Offline,No,Yes,12,Basic,90,No,No,No,learner,0,Software,Single,No,Family,Yes,2.94,No,3.10,24,45000
2021,Female,19,2020,BCSE,3,No,No,3,2,Offline,Yes,Yes,4,Intermediate,77,Yes,No,Yes,Programming,3,Software,Single,No,Family,No,2.36,No,2.88,23,80000
2022,Male,21,2021,BCSE,2,Yes,No,3,2,Online,Yes,No,5,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.80,No,3.80,11,30000
2021,Male,22,2020,BCSE,3,Yes,No,0,0,Offline,Yes,Yes,15,Basic,80,Yes,No,No,Programming,0,Software,Single,No,Bachelor,No,1.53,No,2.43,23,30000
2020,Female,21,2019,BCSE,7,No,Yes,2,2,Online,Yes,Yes,5,Intermediate,80,No,No,Yes,Web development,3,UI/UX,Relationship,No,Family,No,3.00,No,2.91,90,35000
2021,Female,20,2020,BCSE,3,No,Yes,2,1,Offline,Yes,No,5,Basic,80,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,2.32,No,2.66,23,40000
2022,Male,21,2022,BCSE,1,Yes,Yes,6,2,Online,Yes,Yes,4,Intermediate,90,Yes,No,Yes,Cyber security,1,Software,Single,No,Bachelor,Yes,0.00,Yes,0.00,11,62488
2021,Female,21,2019,BCSE,3,Yes,No,3,0,Offline,Yes,Yes,12,Advance,50,No,No,Yes,No skill,0,NETWORKING,Relationship,Yes,Family,Yes,3.37,No,3.15,23,62488
2021,Female,22,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,1,Machine Learning,Single,Yes,Bachelor,Yes,2.89,No,3.37,24,50000
2021,Female,21,2019,BCSE,3,Yes,Yes,2,3,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,2,Software,Single,No,Family,No,3.17,No,3.15,24,40000
2021,Female,20,2020,BCSE,3,Yes,Yes,2,2,Offline,Yes,Yes,5,Basic,100,Yes,No,No,Programming,1,Software,Single,No,Family,Yes,2.26,No,2.31,20,35000
2022,Female,21,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.65,No,3.65,12,35000
2021,Female,22,2019,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,96,No,No,Yes,Programming,1,Machine Learning,Single,No,Family,No,3.03,No,3.02,25,49000
2020,Male,22,2018,BCSE,7,Yes,Yes,2,1,Offline,Yes,Yes,4,Basic,80,No,No,Yes,Web development,0,Software,Single,No,Bachelor,Yes,3.93,No,3.44,53,15000
2019,Female,22,2018,BCSE,9,No,Yes,4,3,Offline,Yes,Yes,2,Advance,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,3.00,No,3.09,105,2000000
2022,Female,20,2021,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,3,Basic,98,No,No,Yes,Programming,0,Software,Single,No,Family,No,0.00,No,0.00,0,62488
2022,Male,20,2020,BCSE,2,Yes,Yes,8,4,Offline,Yes,Yes,2,Basic,88,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.45,No,3.45,11,30000
2021,Female,21,2020,BCSE,3,Yes,Yes,3,4,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,2.94,No,3.03,23,62488
2021,Male,21,2019,BCSE,3,Yes,Yes,8,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,4,Software,Relationship,Yes,Family,No,3.93,No,3.95,25,50000
2021,Male,21,2019,BCSE,3,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Data Science,Single,Yes,Family,Yes,3.86,No,3.84,24,50000
2022,Male,20,2020,BCSE,3,No,Yes,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Programming,1,Software,Single,No,Family,No,2.93,No,2.84,26,30000
2021,Male,20,2020,BCSE,4,Yes,No,5,3,Online,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.06,No,3.08,36,7000
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,7,Advance,100,No,No,Yes,Cyber security,0,Software,Single,No,Family,No,0.00,No,0.00,0,50000
2020,Female,21,2018,BCSE,8,Yes,Yes,0,0,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Software,Single,No,Family,No,3.92,No,3.94,60,50000
2021,Male,21,2019,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.17,No,3.53,25,30000
2022,Female,20,2020,BCSE,1,Yes,Yes,1,1,Offline,Yes,Yes,3,Basic,95,No,No,No,Programming,1,Software,Single,No,Family,No,3.63,No,3.63,11,35000
2021,Male,20,2020,BCSE,3,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.98,No,3.86,23,20000
2021,Female,21,2020,BCSE,4,No,Yes,6,1,Offline,Yes,No,2,Intermediate,97,Yes,No,Yes,Programming,3,Software,Single,Yes,Family,No,3.39,No,2.80,20,40000
2021,Female,18,2020,BCSE,2,Yes,No,2,2,Online,Yes,No,3,Intermediate,90,No,No,No,Programming,1,Software,Engaged,No,Bachelor,Yes,3.68,No,3.68,11,40000
2022,Male,21,2019,BCSE,2,Yes,No,5,3,Offline,Yes,Yes,4,Basic,90,Yes,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,3.83,No,3.83,11,20000
2020,Male,22,2019,BCSE,8,No,No,3,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.64,No,3.74,87,50000
2021,Male,20,2020,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Cyber security,Single,No,Family,No,2.96,No,3.38,25,25000
2020,Male,22,2019,BCSE,6,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,100,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.25,No,3.15,60,20000
2020,Male,19,2020,BCSE,2,Yes,No,5,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,Data Science,Single,Yes,Bachelor,Yes,3.80,No,3.80,11,20000
2021,Female,20,2018,BCSE,3,Yes,Yes,1,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.49,No,3.50,23,30000
2021,Male,21,2021,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,60,No,No,No,Programming,1,Software,Single,No,Family,No,2.11,No,3.00,26,50000
2021,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,99,Yes,Yes,Yes,Programming,1,Software,Single,No,Family,No,3.42,No,3.42,11,20000
2020,Female,23,2019,BCSE,7,Yes,No,5,2,Offline,Yes,Yes,6,Intermediate,99,No,No,Yes,Basic knowledge,2,NETWORKING,Engaged,Yes,Bachelor,Yes,3.96,No,3.93,76,12500
2018,Male,23,2017,BCSE,12,No,Yes,7,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.86,No,3.26,125,15000
2022,Male,21,2020,BCSE,2,No,No,5,3,Offline,Yes,No,4,Basic,60,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,0.50,No,0.50,11,5000
2022,Female,20,2020,BCSE,1,No,No,5,2,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.50,No,3.50,0,20000
2022,Male,20,2020,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Family,No,2.52,No,2.52,12,50000
2021,Male,21,2019,BCSE,3,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,3,Full stack web development,Single,No,Family,No,3.72,No,3.71,25,60000
2019,Female,22,2018,BCSE,11,Yes,No,5,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,System analysis,1,Hardware,Relationship,Yes,Family,No,2.80,No,3.35,120,68000
2020,Female,21,2019,BCSE,6,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.98,No,3.99,58,40000
2021,Male,20,2019,BCSE,3,No,No,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Bachelor,Yes,3.68,No,3.61,24,40000
2021,Male,21,2019,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Family,Yes,3.03,No,2.94,25,50000
2019,Female,22,2017,BCSE,11,No,No,3,2,Offline,Yes,Yes,4,Intermediate,95,No,No,Yes,Web development,1,Machine Learning,Single,No,Family,Yes,3.34,No,3.18,120,40000
2021,Female,21,2020,BCSE,2,Yes,Yes,8,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Software Development,1,Software,Single,Yes,Family,No,3.39,No,3.39,12,50000
2019,Female,23,2018,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Web development,2,Software,Single,No,Family,No,3.78,No,3.55,141,18000
2019,Male,24,2019,BCSE,5,No,Yes,2,2,Offline,Yes,Yes,8,Basic,100,Yes,No,Yes,Programming,8,Creating a game using a program language,Single,No,Family,No,1.05,No,2.97,42,62488
2021,Female,20,2020,BCSE,3,No,No,2,3,Offline,Yes,Yes,4,Basic,85,Yes,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,2.06,No,2.20,23,25000
2022,Female,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.67,No,3.67,11,45000
2021,Female,19,2020,BCSE,2,No,Yes,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,3,Artificial Intelligence,Single,Yes,Family,No,3.78,No,3.78,11,40000
2020,Female,20,2019,BCSE,7,Yes,No,1,1,Online,Yes,Yes,1,Intermediate,75,Yes,No,No,No skills,1,Machine Learning,Relationship,Yes,Family,Yes,1.63,No,2.61,79,60000
2021,Male,21,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,6,Basic,70,No,No,Yes,Programming,2,UI/UX,Single,Yes,Bachelor,No,3.17,No,3.39,22,40000
2021,Female,20,2019,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Memorizing,3,Data Science,Single,No,Family,Yes,3.82,No,3.91,23,100000
2022,Male,22,2020,BCSE,2,No,No,2,1,Offline,Yes,No,4,Basic,100,No,No,Yes,Nothing,0,Software,Single,No,Bachelor,No,2.55,No,2.55,11,40000
2021,Male,22,2019,BCSE,3,Yes,Yes,2,3,Online,Yes,Yes,2,Intermediate,92,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.79,No,3.89,23,35000
2022,Male,20,2020,BCSE,1,Yes,No,2,1,Offline,Yes,No,3,Basic,99,No,No,No,Programming,0,Software,Relationship,Yes,Bachelor,No,4.00,No,4.00,10,20000
2019,Female,23,2017,BCSE,11,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.76,No,3.62,120,33000
2020,Male,21,2019,BCSE,8,Yes,No,5,3,Offline,Yes,Yes,4,Basic,100,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Bachelor,Yes,3.74,No,3.91,88,15000
2022,Male,20,2020,BCSE,1,Yes,No,1,1,Offline,Yes,Yes,2,Basic,98,No,No,Yes,Trying to learn,2,Software,Single,Yes,Bachelor,No,0.00,No,0.00,0,20000
2022,Male,20,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,1,Basic,99,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.15,No,3.15,13,20000
2021,Female,21,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.38,No,3.20,23,50000
2020,Male,22,2018,BCSE,6,No,No,5,2,Offline,Yes,No,3,Intermediate,90,No,No,Yes,Web development,3,Software,Single,No,Bachelor,No,3.98,No,3.97,58,70000
2022,Male,22,2015,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Basic,95,Yes,No,Yes,Programming,1,Software,Single,Yes,Bachelor,Yes,2.10,No,2.10,14,25000
2020,Female,21,2019,BCSE,8,Yes,No,3,1,Offline,Yes,Yes,5,Intermediate,80,Yes,No,No,Web development,1,Data Science,Single,Yes,Bachelor,No,2.72,No,2.25,62,60000
2021,Female,22,2020,BCSE,3,Yes,Yes,3,1,Offline,No,Yes,3,Advance,98,No,No,Yes,Cyber security,4,Artificial Intelligence,Single,No,Family,Yes,3.30,Yes,3.39,23,50000
2021,Male,21,2020,BCSE,3,Yes,No,4,1,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,4.00,No,3.72,23,30000
2022,Male,20,2019,BCSE,2,No,No,2,2,Offline,Yes,Yes,3,Basic,90,No,Yes,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,3.10,No,3.10,12,20000
2021,Female,20,2019,BCSE,3,Yes,No,1,1,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,2.56,No,2.01,23,35000
2020,Female,20,2020,BCSE,2,Yes,Yes,2,3,Offline,Yes,Yes,12,Intermediate,80,No,No,No,Photography,1,Software,Engaged,Yes,Bachelor,Yes,3.21,No,3.21,12,30000
2022,Female,19,2021,BCSE,1,Yes,Yes,6,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,0.00,No,0.00,0,70000
2022,Male,19,2020,BCSE,12,No,No,4,2,Offline,Yes,No,3,Intermediate,75,Yes,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.38,No,3.38,14,15000
2022,Female,19,2021,BCSE,1,Yes,No,3,2,Offline,Yes,No,2,Basic,92,No,No,No,Programming,1,Software,Single,No,Family,No,3.15,No,3.15,11,50000
2022,Male,21,2020,BCSE,2,No,No,1,1,Offline,Yes,Yes,4,Basic,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.90,No,3.90,11,30000
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.95,No,3.95,12,50000
2022,Female,20,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,1,Artificial Intelligence,Single,No,Family,No,3.03,No,3.03,12,90000
2018,Female,23,2017,BCSE,14,No,Yes,7,1,Offline,Yes,Yes,5,Intermediate,60,Yes,No,No,Cyber security,2,Artificial Intelligence,Relationship,Yes,Bachelor,Yes,2.59,No,2.56,133,28000
2022,Male,20,2020,BCSE,1,Yes,No,3,1,Offline,Yes,No,2,Advance,100,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,0.00,No,0.00,0,30000
2021,Female,19,2020,BCSE,3,Yes,Yes,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,3,Software,Single,No,Family,No,3.45,No,3.30,25,25000
2022,Male,20,2021,BCSE,2,No,Yes,1,1,Offline,Yes,No,4,Basic,85,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.60,No,3.60,11,40000
2022,Female,20,2020,BCSE,2,No,No,6,2,Online,Yes,Yes,1,Basic,98,Yes,No,Yes,Web development,5,Software,Single,Yes,Bachelor,No,3.53,No,3.53,11,40000
2020,Female,20,2019,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,3.86,No,3.69,90,50000
2022,Female,19,2020,BCSE,2,No,Yes,3,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,Yes,Family,No,3.48,No,2.40,11,25000
2021,Male,21,2019,BCSE,5,No,No,2,1,Online,Yes,Yes,1,Intermediate,98,No,No,No,Programming,6,Software,Single,No,Bachelor,No,3.70,No,3.77,54,62488
2022,Female,20,2020,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.84,No,3.84,11,50000
2020,Female,21,2019,BCSE,8,No,Yes,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,3.40,No,3.29,85,60000
2022,Male,19,2020,BCSE,1,No,No,4,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Artificial Intelligence,Relationship,No,Bachelor,No,3.43,No,3.43,14,24000
2021,Female,21,2020,BCSE,2,Yes,No,4,2,Offline,Yes,No,2,Intermediate,100,No,No,Yes,Programming,12,Software,Single,Yes,Bachelor,No,3.70,No,3.70,11,30000
2020,Male,22,2019,BCSE,6,No,Yes,4,3,Offline,Yes,Yes,4,Advance,85,No,No,Yes,Programming,3,Data Science,Relationship,No,Family,No,3.02,No,3.20,70,20000
2021,Male,20,2020,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.48,No,2.98,23,20000
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.53,No,3.53,13,40000
2020,Female,19,2019,BCSE,8,Yes,Yes,4,1,Offline,Yes,Yes,2,Advance,90,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,3.06,No,3.41,87,30000
2021,Male,20,2020,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development,1,Software,Single,No,Bachelor,No,3.90,No,3.90,11,20000
2022,Female,20,2018,BCSE,1,No,No,2,2,Offline,Yes,No,4,Intermediate,95,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,0.00,No,0.00,0,50000
2019,Female,20,2019,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,Web development,4,Software,Single,Yes,Family,No,3.19,No,3.37,101,40000
2022,Female,21,2020,BCSE,2,No,No,4,2,Online,Yes,Yes,2,Basic,95,Yes,No,Yes,Programming,4,Software,Single,Yes,Bachelor,Yes,0.13,No,0.13,11,30000
2022,Female,22,2020,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Artificial Intelligence,Engaged,No,Bachelor,Yes,3.05,No,3.05,11,20000
2022,Female,21,2020,BCSE,1,No,Yes,3,2,Offline,Yes,Yes,1,Advance,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,4.00,No,4.00,11,80000
2021,Female,20,2020,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,3,Software,Married,Yes,Family,No,3.75,No,3.75,11,60000
2021,Male,22,2019,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Web development,4,Software,Relationship,No,Bachelor,No,3.33,No,3.33,12,20000
2021,Male,20,2020,BCSE,3,Yes,No,4,1,Online,Yes,Yes,1,Basic,80,Yes,No,Yes,Web development,2,NETWORKING,Single,Yes,Bachelor,No,2.81,Yes,2.81,35,40000
2022,Male,21,2019,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,4,Intermediate,90,Yes,No,Yes,Data entry,0,Software,Single,Yes,Bachelor,Yes,2.18,No,2.08,11,35000
